id,task_type,difficulty,question,ref_answer,prediction,correct,model_version
REG_014,regulatory_interpretation,easy,"Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that m",At least sixty days,"The mandatory cooling-off period is at least sixty days before trades can commence under an approved trading plan.

Answer: At least sixty days.",1,deepseek/deepseek-r1-distill-llama-70b
REG_015,regulatory_interpretation,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest ","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier","The absolute latest deadline for submitting a settlement application, counted from the expiry of the sixty-day window, is 120 days. 

Answer: 120 days.",0,deepseek/deepseek-r1-distill-llama-70b
REG_016,regulatory_interpretation,medium,"Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage m",At least fifty percent,"The settlement amount must be increased by a minimum of fifty percent.

Answer: 50%",0,deepseek/deepseek-r1-distill-llama-70b
REG_017,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what is the maximum exit load that an open-",Three per cent of the applicable net asset value,"The maximum exit load that an open-ended mutual fund scheme can charge investors is three per cent of the applicable net asset value. 

Answer: 3% of the applicable net asset value.",1,deepseek/deepseek-r1-distill-llama-70b
REG_018,regulatory_interpretation,easy,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a",Seventy-five per cent of the unit holders,75%,0,deepseek/deepseek-r1-distill-llama-70b
REG_019,regulatory_interpretation,easy,"Under SEBI Stock Brokers Regulations 2026, what is the minimum net worth require",50 crore,The minimum net worth requirement for a Professional Clearing Member is 50 crore.,1,deepseek/deepseek-r1-distill-llama-70b
REG_020,regulatory_interpretation,easy,"Under SEBI NCS Regulations 2021, what is the minimum notice period that an issue",At least twenty-one days,"The minimum notice period is 21 days. 

Answer: 21 days.",0,deepseek/deepseek-r1-distill-llama-70b
REG_021,regulatory_interpretation,easy,"Under SEBI REIT Regulations 2014, what is the minimum asset size required for a ",Five hundred crore rupees or more,"The minimum asset size required is five hundred crore rupees. 

Answer: Five hundred crore rupees.",0,deepseek/deepseek-r1-distill-llama-70b
REG_022,regulatory_interpretation,medium,"Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue",A minimum period of eight years,Eight years.,0,deepseek/deepseek-r1-distill-llama-70b
REG_023,regulatory_interpretation,medium,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is t",Five per cent of the paid-up equity share capital,"The maximum shareholding percentage is fifteen percent for specific entities like stock exchanges, depositories, banking companies, insurance companies, and public financial institutions.

Answer: 15%",0,deepseek/deepseek-r1-distill-llama-70b
REG_024,regulatory_interpretation,medium,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareh",More than ten per cent of the paid-up share capital,"The credit rating agency is prohibited from rating the issuer's securities if its shareholding exceeds 10% of the paid-up share capital.

Answer: 10%",0,deepseek/deepseek-r1-distill-llama-70b
REG_025,regulatory_interpretation,medium,"Under SEBI Depositories and Participants Regulations 2018, what is the threshold",More than five per cent of the paid-up equity share capital,"The threshold shareholding in a depository that triggers the requirement for prior Board approval is more than five percent of the paid-up equity share capital.

Answer: Five percent.",1,deepseek/deepseek-r1-distill-llama-70b
NUM_001,numerical_reasoning,medium,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets ",Nine crore rupees (three crore rupees per year × three years),"The minimum total net tangible assets required is calculated by adding the minimum for each of the three years. Each year must have at least ₹3 crore, so the total is 3 + 3 + 3 = ₹9 crore.

Answer: ₹9 crore.",0,deepseek/deepseek-r1-distill-llama-70b
NUM_002,numerical_reasoning,medium,If the total portion available for allocation to qualified institutional buyers ,180 crore rupees (60% of 900 = 540 crore for anchor investors; one-third of 540 = 180 crore for domestic mutual funds),"The maximum amount allocated to domestic mutual funds is calculated by first finding 60% of the QIB portion, which is 540 crore, then taking one-third of that amount.

Calculation:
- 60% of 900 crore = 540 crore (anchor investors)
- 1/3 of 540 crore = 180 crore (domestic mutual funds)

Answer: 180 c",1,deepseek/deepseek-r1-distill-llama-70b
NUM_003,numerical_reasoning,medium,"Under SEBI Stock Brokers Regulations 2026, what is the maximum underwriting obli",100 crore rupees (5 crore net worth × 20 = 100 crore),"The maximum underwriting obligation for a Self-Clearing Member is calculated by multiplying the minimum net worth (5 crore) by twenty.

5 crore × 20 = 100 crore

Answer: 100 crore rupees.",1,deepseek/deepseek-r1-distill-llama-70b
NUM_004,numerical_reasoning,hard,"For a Category I AIF with a scheme corpus of exactly twenty crore rupees, what i","0.50 crore rupees (2.5% of 20 crore = 0.50 crore, which is lower than 5 crore)","The minimum continuing interest is calculated as 2.5% of the 20 crore corpus, which equals 0.5 crore rupees. Since this is lower than 5 crore, the answer is:

0.5 crore rupees.",1,deepseek/deepseek-r1-distill-llama-70b
NUM_005,numerical_reasoning,hard,If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum ,7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"The interest liability is calculated by multiplying the borrowed amount (20% of net assets) by the interest rate and the time period.

**Calculation:**
- Net assets: 500 crore rupees
- Maximum borrowing: 20% of 500 crore = 100 crore rupees
- Interest rate: 15% per annum
- Time period: 6 months = 0.5",1,deepseek/deepseek-r1-distill-llama-70b
NUM_006,numerical_reasoning,medium,For a listed entity whose audit committee has the minimum permissible number of ,"Two independent directors (two-thirds of minimum 3 members = 2, since two-thirds of 3 = 2)","The minimum number of independent directors required on the audit committee is calculated by taking two-thirds of the minimum three members. 

Calculation: (2/3) × 3 = 2.

Answer: 2 independent directors.",1,deepseek/deepseek-r1-distill-llama-70b
NUM_007,numerical_reasoning,hard,"Under SEBI Settlement Proceedings Regulations 2018, what is the total maximum nu",180 calendar days (60 days initial window + 120 days additional delayed period = 180 days total),"The total maximum number of calendar days from the date of service of the show cause notice within which a settlement application can be filed is 180 days.

180 calendar days",0,deepseek/deepseek-r1-distill-llama-70b
NUM_008,numerical_reasoning,medium,"Under SEBI Takeover Regulations 2011, if an acquirer pays Rs. 250 per share in a",Rs. 50 per share (Rs. 300 highest price minus Rs. 250 offer price = Rs. 50 difference),"The additional amount per share is calculated by subtracting the offer price from the higher price paid during the 26-week period.

**Calculation:**
Highest price paid during 26 weeks = ₹300  
Offer price = ₹250  
Additional amount per share = ₹300 - ₹250 = ₹50  

**Answer:** ₹50 per share",1,deepseek/deepseek-r1-distill-llama-70b
NUM_009,numerical_reasoning,hard,"Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, wh",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exercise option within 3 months from payment = 1 October 2025),"The latest calendar date by which the warrant holder can exercise the option is September 30, 2025.

Calculation:
- Warrant allotment date: January 1, 2024
- Warrant tenure: 18 months (ends on June 30, 2025)
- Exercise period after payment: 3 months from June 30, 2025
- Latest exercise date: Septemb",1,deepseek/deepseek-r1-distill-llama-70b
NUM_010,numerical_reasoning,medium,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeti",By 29 July of the same year (1 April + 120 days = 29 July),"The latest date for the second board meeting is July 30. 

Answer: July 30.",0,deepseek/deepseek-r1-distill-llama-70b
NUM_011,numerical_reasoning,easy,"Under SEBI AIF Regulations 2012, if a Category III AIF scheme has investable fun",50 crore rupees (10% of 500 crore = 50 crore),"The maximum investment is calculated as 10% of 500 crore rupees.

10% of 500 crore = 0.10 × 500 crore = 50 crore rupees.

Answer: 50 crore rupees.",1,deepseek/deepseek-r1-distill-llama-70b
NUM_012,numerical_reasoning,easy,"Under SEBI Mutual Funds Regulations, an AMC's board has 8 directors. What is the",Four independent directors (at least 50% of 8 = 4),"The minimum number of independent directors required is calculated by taking fifty percent of the total directors. 

Calculation: 50% of 8 directors = 0.5 * 8 = 4.

Answer: 4 independent directors.",1,deepseek/deepseek-r1-distill-llama-70b
CON_001,contradiction_detection,medium,Do the two passages prescribe different lock-in periods for minimum promoters' c,Yes,"Yes. Passage A prescribes a three-year lock-in period from the later of two dates, while Passage B prescribes an eighteen-month lock-in period from the IPO allotment date in the general case.",1,deepseek/deepseek-r1-distill-llama-70b
CON_002,contradiction_detection,medium,Do the two passages prescribe different lock-in durations for excess promoters' ,No,"No, both passages prescribe the same six-month lock-in period for their respective shares in an IPO.",1,deepseek/deepseek-r1-distill-llama-70b
CON_003,contradiction_detection,easy,Do the two passages prescribe different minimum continuing interest thresholds f,Yes,"Yes. Passage A sets a lower threshold for general AIFs, while Passage B sets a higher threshold specifically for Category III AIFs.",1,deepseek/deepseek-r1-distill-llama-70b
CON_004,contradiction_detection,easy,Do the two passages prescribe different maximum permissible gaps between consecu,No,"No, both passages prescribe the same maximum permissible gap of 120 days between consecutive meetings for the board and the audit committee.",1,deepseek/deepseek-r1-distill-llama-70b
CON_005,contradiction_detection,hard,Do the two passages impose different shareholding thresholds triggering mandator,No,"Yes. Passage A imposes a 5% threshold with a higher 15% limit for certain entities, while Passage B maintains a strict 5% threshold for depositories.",0,deepseek/deepseek-r1-distill-llama-70b
CON_006,contradiction_detection,medium,Do the two passages prescribe different disclosure timelines for companies versu,No,"No, both passages prescribe the same two trading day timeline for disclosure, differing only in the method of notification.",1,deepseek/deepseek-r1-distill-llama-70b
CON_007,contradiction_detection,hard,Do the two passages contradict each other regarding whether a second settlement ,No,"No, the passages address different scenarios: Passage A concerns withdrawal, while Passage B addresses rejection due to non-payment, allowing reapplication under certain conditions.",1,deepseek/deepseek-r1-distill-llama-70b
CON_008,contradiction_detection,hard,Do the two passages prescribe different tests for disqualifying a custodian from,Yes,"Yes. Passage A focuses on voting rights and director representation, while Passage B examines the identity of directors, indicating different disqualification criteria.",1,deepseek/deepseek-r1-distill-llama-70b
CON_009,contradiction_detection,medium,Do the two passages collectively indicate that the 50% monetary asset limit alwa,No,"No, the 50% monetary asset limit does not apply when the IPO is made entirely through an offer for sale.

Answer: No, the 50% limit does not apply to IPOs made entirely through an offer for sale.",1,deepseek/deepseek-r1-distill-llama-70b
CON_010,contradiction_detection,hard,Do the two passages impose the same advance notice period for different types of,No,"No, the passages impose different advance notice periods: 21 days in Passage A and one month (30 days) in Passage B.",1,deepseek/deepseek-r1-distill-llama-70b
CON_011,contradiction_detection,easy,Do the two passages prescribe different minimum corpus requirements for social i,Yes,"Yes, the passages prescribe different minimum corpus requirements, with social impact funds requiring five crore rupees and other AIF schemes requiring twenty crore rupees.",1,deepseek/deepseek-r1-distill-llama-70b
CON_012,contradiction_detection,medium,Do the two passages indicate that the same open offer trigger threshold applies ,No,No. The trigger threshold is 25% for most companies but 49% for those listed on the Innovators Growth Platform.,1,deepseek/deepseek-r1-distill-llama-70b
TMP_001,temporal_reasoning,medium,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is c","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The current definition of 'key managerial personnel' under the SEBI ICDR Regulations is the one substituted by the 2023 amendment, effective as of January 31, 2023, which replaced the earlier definition that referred to the core management team excluding board members.",0,deepseek/deepseek-r1-distill-llama-70b
TMP_002,temporal_reasoning,easy,Which lock-in regime for minimum promoters' contribution applied before 13 Augus,"Three years from the date of commencement of commercial production or date of allotment, whichever is later","The lock-in regime before 13 August 2021 required a minimum promoters' contribution to be locked in for three years from the date of commencement of commercial production or allotment, whichever was later. This was changed to eighteen months from the date of allotment in the initial public offer by ",1,deepseek/deepseek-r1-distill-llama-70b
TMP_003,temporal_reasoning,hard,"Under SEBI LODR Regulations 2015, which provisions came into force on the date o",Sub-regulation (4) of regulation 23 and regulation 31A,"The provisions of sub-regulation (4) of regulation 23 and regulation 31A under the SEBI LODR Regulations 2015 came into force on the date of notification, September 2, 2015, rather than after the ninety-day period.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_004,temporal_reasoning,medium,Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulat,"No — the definition of 'Delisting Regulations' was only inserted by the Third Amendment Regulations, 2021, effective from 6 December 2021","No, the term 'Delisting Regulations' was not a defined term in the SEBI Takeover Regulations 2011 when they came into force in October 2011. The definition was inserted later, effective December 6, 2021.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_005,temporal_reasoning,easy,What was the name of the trading platform for emerging issuers under SEBI ICDR R,Institutional trading platform,"The name of the trading platform for emerging issuers under SEBI ICDR Regulations before 5 April 2019 was the ""institutional trading platform."" This was effective until the amendment on 5 April 2019, when it was renamed to the ""innovators growth platform."" 

Answer: Institutional Trading Platform.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_006,temporal_reasoning,medium,Which amendment to SEBI ICDR Regulations broadened the definition of 'associate',"The SEBI (ICDR) (Amendment) Regulations, 2025, effective from 08.03.2025","The SEBI (ICDR) (Amendment) Regulations, 2025, effective from March 8, 2025, broadened the definition of 'associate' to include entities under applicable accounting standards.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_007,temporal_reasoning,medium,"Before 7 September 2021, which SEBI regulations were cross-referenced in SEBI LO","The SEBI (Issue and Listing of Debt Securities) Regulations, 2008","The SEBI LODR Regulations 2015 cross-referenced the SEBI (Issue and Listing of Debt Securities) Regulations, 2008 for the definition of 'non-convertible debt securities' before 7 September 2021.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_008,temporal_reasoning,medium,"Under SEBI AIF Regulations 2012, how long could funds registered under the earli","Five years from the commencement of the SEBI (AIF) Regulations, 2012","Five years from the commencement of the SEBI (AIF) Regulations, 2012.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_009,temporal_reasoning,medium,"Under SEBI ICDR Regulations, where was the draft letter of offer filed before th",With the Board (SEBI),"Before the 2025 amendment, the draft letter of offer was filed with the Board prior to 08.03.2025.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_010,temporal_reasoning,hard,"After May 2021, which regulation number in which SEBI regulations defines the te","Regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","After May 2021, the term 'main board' is defined under regulation 2(ee) of the SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018.",1,deepseek/deepseek-r1-distill-llama-70b
TMP_011,temporal_reasoning,hard,"Before September 2018, what phrase was used in the SEBI Takeover Regulations 201",Is made,"Before September 2018, the phrase used was ""is made"".",1,deepseek/deepseek-r1-distill-llama-70b
TMP_012,temporal_reasoning,easy,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act a,"The Securities and Exchange Board of India Act, 1992","The SEBI (Merchant Bankers) Regulations, 1992 were enacted under the SEBI Act, 1992.

Answer: The SEBI Act, 1992.",0,deepseek/deepseek-r1-distill-llama-70b
TMP_013,temporal_reasoning,easy,Which set of SEBI regulations originally established the regulatory framework fo,"The SEBI (Mutual Funds) Regulations, 1996",The SEBI (Mutual Funds) Regulations notified in 1996 originally established the regulatory framework for mutual funds in India.,1,deepseek/deepseek-r1-distill-llama-70b
TMP_014,temporal_reasoning,medium,What term was used in SEBI REIT Regulations 2014 before the 2016 amendment repla,Sponsor(s),"The term used before the 2016 amendment was ""sponsor(s)"". 

Answer: sponsor(s)",1,deepseek/deepseek-r1-distill-llama-70b
TMP_015,temporal_reasoning,easy,Which was enacted earlier — the SEBI (ICDR) Regulations 2009 or the SEBI (ICDR) ,"The SEBI (ICDR) Regulations, 2009 was enacted earlier",The SEBI (ICDR) Regulations 2009 were enacted earlier than the SEBI (ICDR) Regulations 2018.,1,deepseek/deepseek-r1-distill-llama-70b
TMP_016,temporal_reasoning,medium,In which year was the concept of 'fugitive economic offender' first incorporated,"2018, effective from 16 November 2018",The concept of 'fugitive economic offender' was first incorporated into the SEBI LODR Regulations 2015 in 2018.,0,deepseek/deepseek-r1-distill-llama-70b
TMP_017,temporal_reasoning,medium,"Under SEBI AIF Regulations, from which date could social impact funds start issu","25 July 2022, following the Third Amendment Regulations, 2022","July 25, 2022.",0,deepseek/deepseek-r1-distill-llama-70b
REG_067,regulatory_interpretation,easy,Within how many days must a stock exchange forward a completed registration appl,Thirty days,30 days,1,deepseek/deepseek-r1-distill-llama-70b
REG_068,regulatory_interpretation,easy,Within how many days must an intermediary update material changes to the informa,Fifteen days,15 days,1,deepseek/deepseek-r1-distill-llama-70b
REG_069,regulatory_interpretation,easy,What is the maximum time within which an intermediary must redress investor grie,Forty-five days of receipt of the grievance,The maximum time within which an intermediary must redress investor grievances is forty-five days.,0,deepseek/deepseek-r1-distill-llama-70b
REG_070,regulatory_interpretation,easy,For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year.,0,deepseek/deepseek-r1-distill-llama-70b
REG_071,regulatory_interpretation,medium,"Under SEBI (Intermediaries) Regulations 2008, within how many days must SEBI dis","Sixty days. If SEBI fails to communicate within sixty days, prior approval shall be deemed to have been granted.","The SEBI must dispose of a complete prior approval request within sixty days. If they fail to communicate their decision within this period, the approval is deemed granted. 

Answer: 60 days. If SEBI fails to communicate, approval is deemed granted.",1,deepseek/deepseek-r1-distill-llama-70b
REG_072,regulatory_interpretation,easy,What two things must a SEBI-registered intermediary prominently display at all i,"A photocopy of the certificate of registration, and the name and contact details of the compliance officer.",The two things a SEBI-registered intermediary must prominently display are a photocopy of the certificate and the name and contact details of the compliance officer.,1,deepseek/deepseek-r1-distill-llama-70b
REG_073,regulatory_interpretation,medium,Under what three circumstances can a permanent certificate granted to an interme,"If the certificate is surrendered by the intermediary, or suspended, or cancelled in accordance with the regulations.","1. Surrendered by the intermediary  
2. Suspended  
3. Cancelled",1,deepseek/deepseek-r1-distill-llama-70b
REG_074,regulatory_interpretation,easy,What minimum investment amount must an accredited investor commit to a portfolio,Ten crore rupees,"The minimum investment amount required is ten crore rupees, which is ₹100,000,000. 

Answer: ₹100,000,000 (ten crore rupees).",1,deepseek/deepseek-r1-distill-llama-70b
REG_075,regulatory_interpretation,easy,What is the maximum permissible limit for any buy-back as a percentage of the ag,"Twenty-five per cent, based on standalone or consolidated financial statements, whichever sets out a lower amount.","The maximum permissible limit for any buy-back is twenty-five per cent of the aggregate of paid-up capital and free reserves, based on the standalone or consolidated financial statements, whichever is lower. 

Answer: The maximum permissible limit is twenty-five per cent or less of the aggregate of ",1,deepseek/deepseek-r1-distill-llama-70b
REG_076,regulatory_interpretation,easy,What is the maximum debt-to-capital ratio (secured plus unsecured debts to paid-,2:1,The maximum debt-to-capital ratio permitted is 2:1.,0,deepseek/deepseek-r1-distill-llama-70b
REG_077,regulatory_interpretation,easy,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year from the expiry date of the previous buy-back period.,1,deepseek/deepseek-r1-distill-llama-70b
REG_078,regulatory_interpretation,medium,From which three sources may a company fund a buy-back of its shares under SEBI ,"Free reserves, securities premium account, or proceeds of issue of shares or specified securities. A company cannot use proceeds of an earlier issue o","The three sources a company can use to fund a buy-back under SEBI (Buy-Back of Securities) Regulations 2018 are:

1. Free reserves
2. Securities premium account
3. Proceeds from the issue of any shares or other specified securities

There is a restriction: proceeds from an earlier issue of the same ",1,deepseek/deepseek-r1-distill-llama-70b
REG_079,regulatory_interpretation,medium,A company defaulted on repayment of a term loan. The default was remedied. After,After three years have lapsed since the default ceased to subsist.,"The company can conduct a buy-back immediately after remedying the default on the term loan because the three-year waiting period applies only to defaults on deposits, not term loans.

Answer: The company can conduct the buy-back immediately after remedying the default.",0,deepseek/deepseek-r1-distill-llama-70b
REG_080,regulatory_interpretation,easy,"How does SEBI (Delisting of Equity Shares) Regulations, 2021 define 'compulsory ",Delisting of equity shares of a company by a recognised stock exchange under Chapter V of these regulations.,"Compulsory delisting is defined as the delisting of equity shares of a company by a recognised stock exchange under Chapter V of the SEBI (Delisting of Equity Shares) Regulations, 2021.",1,deepseek/deepseek-r1-distill-llama-70b
REG_081,regulatory_interpretation,easy,What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Reg,The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The 'bidding period' is the timeframe during which shareholders can tender their shares in response to a delisting offer made by the company under the SEBI regulations.,1,deepseek/deepseek-r1-distill-llama-70b
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative",On the ninetieth day from the date of publication in the Official Gazette.,"The SEBI (Research Analysts) Regulations, 2014 came into force on the ninetieth day from the date of their publication in the Official Gazette.",1,deepseek/deepseek-r1-distill-llama-70b
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independen",A person whose only business activity is research analysis or preparation and/or publication of research report.,"A person qualifies as an 'independent research analyst' if their sole business activity is conducting research analysis or preparing and/or publishing research reports, without engaging in any other business activities.",0,deepseek/deepseek-r1-distill-llama-70b
REG_084,regulatory_interpretation,easy,From which financial year do the Reserve Bank of India (Small Finance Banks - Pr,Financial Year 2026-27,"The Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect from the financial year 2026-27.

Answer: 2026-27",1,deepseek/deepseek-r1-distill-llama-70b
REG_085,regulatory_interpretation,easy,To which category of banks do the RBI (Small Finance Banks - Prudential Norms on,Small Finance Banks (SFBs),"The RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply to Small Finance Banks (SFBs).",1,deepseek/deepseek-r1-distill-llama-70b
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate divide",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,"The maximum aggregate dividend a Small Finance Bank can declare is 75% of its Profit After Tax (PAT). 

Answer: 75% of the Profit After Tax (PAT).",1,deepseek/deepseek-r1-distill-llama-70b
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider w,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphas,"1. Divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including trends as observed in RBI's supervisory findings.
2. Auditors' Report, including any modified opinions or emphasis of matter, for the financial year in question.
3. Current and projected capital positi",1,deepseek/deepseek-r1-distill-llama-70b
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank su",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight (14 days) after declaring the dividend.,1,deepseek/deepseek-r1-distill-llama-70b
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare divide",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declar,"No, the bank is not eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it.",1,deepseek/deepseek-r1-distill-llama-70b
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,Adjusted Profit After Tax (PAT) is defined as the Profit After Tax (PAT) for the financial year minus 50% of the Net Non-Performing Assets (NPA) as of March 31 of that financial year.,1,deepseek/deepseek-r1-distill-llama-70b
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, ","January 01, 2027","January 01, 2027.",1,deepseek/deepseek-r1-distill-llama-70b
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without ",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,"No, entities without an LEI code are not permitted to transact in RBI-regulated financial markets.",1,deepseek/deepseek-r1-distill-llama-70b
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction am",USD one million or equivalent thereof in other currencies.,"The LEI requirement becomes applicable for transactions equal to or exceeding USD one million. 

Answer: USD one million or equivalent thereof in other currencies.",1,deepseek/deepseek-r1-distill-llama-70b
REG_094,regulatory_interpretation,easy,What is the minimum nominal amount for which Government of India dated securitie,"Minimum ₹10,000 (nominal), in multiples of ₹10,000 thereafter.","The minimum nominal amount for Government of India dated securities issued in an auction is Rs. 10,000, and they are issued in multiples of Rs. 10,000 thereafter.

Answer: The minimum nominal amount is Rs. 10,000, and they are issued in multiples of Rs. 10,000 thereafter.",1,deepseek/deepseek-r1-distill-llama-70b
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finan","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","Adjusted PAT = ₹17,000 crore - 50% of ₹6,500 crore  
= ₹17,000 crore - ₹3,250 crore  
= ₹13,750 crore  

₹13,750 crore",1,deepseek/deepseek-r1-distill-llama-70b
NUM_068,numerical_reasoning,medium,A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of,"₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","The maximum dividend allowable is calculated by taking 40% of the Adjusted PAT of ₹13,750 crore.

40% of ₹13,750 crore = 0.4 × 13,750 = ₹5,500 crore.

₹5,500 crore.",0,deepseek/deepseek-r1-distill-llama-70b
